구분,Customer,Customer2,Location,Fab,IDM/Foundry,Country,Region,Origin,D/R,Device1,Device2,Device3,Grade,Grade1,Grade2,Team,사업,22.1Q,22.2Q,22.3Q,22.4Q,23.1Q,23.2Q,23.3Q,23.4Q,24.1Q,24.2Q,24.3Q,24.4Q,25.1Q,25.2Q,25.3Q,25.4Q,26.1Q,26.2Q,26.3Q,26.4Q,27.1Q,27.2Q,27.3Q,27.4Q,28.1Q,28.2Q,28.3Q,28.4Q
거래고객,Winbond,Winbond,Taichung,Fab 6A,IDM,Taiwan,Taiwan,Taiwan,,DRAM,DRAM,Memory,PW,Prime,Polished,대만지사,메모리,10,10,10,10,7,7,7,7,7,7,7,7,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6
거래고객,Winbond,Winbond,Taichung,Fab 6A,IDM,Taiwan,Taiwan,Taiwan,,NOR,NOR,Memory,EPI,EPI,Epitaxial,대만지사,메모리,13,13,13,13,15,15,15,15,15,15,15,15,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16
거래고객,Winbond,Winbond,Taichung,Fab 6B,IDM,Taiwan,Taiwan,Taiwan,,DRAM,DRAM,Memory,PW,Prime,Polished,대만지사,메모리,10,10,10,10,7,7,7,7,7,7,7,7,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6
거래고객,Winbond,Winbond,Taichung,Fab 6B,IDM,Taiwan,Taiwan,Taiwan,,NOR,NOR,Memory,EPI,EPI,Epitaxial,대만지사,메모리,13,13,13,13,15,15,15,15,15,15,15,15,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16
거래고객,Winbond,Winbond,Taichung,Fab 6C,IDM,Taiwan,Taiwan,Taiwan,,DRAM,DRAM,Memory,PW,Prime,Polished,대만지사,메모리,5,5,5,5,4,4,4,4,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3
거래고객,Winbond,Winbond,Taichung,Fab 6C,IDM,Taiwan,Taiwan,Taiwan,,NOR,NOR,Memory,EPI,EPI,Epitaxial,대만지사,메모리,7,7,7,7,7,7,7,7,8,8,8,8,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8
거래고객,Winbond,Winbond,Gaoshong,Fab 6D,IDM,Taiwan,Taiwan,Taiwan,25,DRAM,DRAM,Memory,PW,Prime,Polished,대만지사,메모리,0,0,0,0,10,10,10,10,15,15,15,15,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30
거래고객,SEC,SCS,Xian,X1,IDM,China,China,Korea,3D,NAND,NAND,Memory,PW,Prime,Polished,LC영업,메모리,130,130,130,130,130,130,130,130,100,100,100,100,100,100,100,100,98,98,98,98,96,96,96,96,94,94,94,94
거래고객,SEC,SCS,Xian,X2,IDM,China,China,Korea,3D,NAND,NAND,Memory,PW,Prime,Polished,LC영업,메모리,150,150,150,150,150,150,150,150,120,120,120,120,120,120,120,120,118,118,118,118,116,116,116,116,114,114,114,114
거래고객,SEC,SCS,Xian,X3,IDM,China,China,Korea,3D,NAND,NAND,Memory,PW,Prime,Polished,LC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,SEC,SEC,Hwaseong,Line 11,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,SEC,SEC,Hwaseong,Line 13,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,95,95,87,87,83,80,73,70,30,30,30,30,30,30,30,30,29,29,29,29,28,28,28,28,27,27,27,27
거래고객,SEC,SEC,Hwaseong,Line 15,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,225,225,225,225,221,221,221,221,150,150,150,150,150,150,150,150,147,147,147,147,144,144,144,144,141,141,141,141
거래고객,SEC,SEC,Hwaseong,Line 12,IDM,South Korea,Korea,Korea,,NAND,NAND,Memory,PW,Prime,Polished,LC영업,메모리,120,120,120,120,120,120,120,120,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
거래고객,SEC,SEC,Hwaseong,Line 16,IDM,South Korea,Korea,Korea,3D,NAND,NAND,Memory,PW,Prime,Polished,LC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,SEC,SEC,Hwaseong,Line 16,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,59,59,59,59,58,58,58,58,80,80,80,80,80,80,80,80,79,79,79,79,78,78,78,78,77,77,77,77
거래고객,SEC,SEC,Hwaseong,Line 17(Ph1),IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,110,110,110,110,108,108,108,108,95,95,95,95,95,95,95,95,93,93,93,93,91,91,91,91,89,89,89,89
거래고객,SEC,SEC,Pyeongtack,P1,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,99,99,99,99,97,97,97,97,120,120,120,120,120,120,120,120,118,118,118,118,116,116,116,116,114,114,114,114
거래고객,SEC,SEC,Pyeongtack,P1,IDM,South Korea,Korea,Korea,3D,NAND,NAND,Memory,PW,Prime,Polished,LC영업,메모리,196,196,196,196,193,193,193,203,80,80,80,80,80,80,80,80,79,79,79,79,78,78,78,78,77,77,77,77
거래고객,SEC,SEC,Pyeongtack,P2,IDM,South Korea,Korea,Korea,3D,NAND,NAND,Memory,PW,Prime,Polished,LC영업,메모리,70,70,80,80,80,80,80,80,70,70,70,70,70,70,70,70,69,69,69,69,68,68,68,68,67,67,67,67
거래고객,SEC,SEC,Pyeongtack,P2,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,140,150,160,160,160,160,160,160,120,120,120,120,120,120,120,120,118,118,118,118,116,116,116,116,114,114,114,114
거래고객,SEC,SEC,Pyeongtack,P3,IDM,South Korea,Korea,Korea,3D,NAND,NAND,Memory,PW,Prime,Polished,LC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,SEC,SEC,Pyeongtack,P3,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,0,0,10,20,30,30,50,50,80,80,90,100,110,110,110,110,110,110,110,110,108,108,108,108,106,106,106,106
거래고객,SEC,SEC,Pyeongtack,P4,IDM,South Korea,Korea,Korea,3D,NAND,NAND,Memory,PW,Prime,Polished,LC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30,40,50,60,70,80,80,80,80,80,80
거래고객,SEC,SEC,Pyeongtack,P4,IDM,South Korea,Korea,Korea,-,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30,40,50,60,70,80,90,100,110,120,120,120,120
거래고객,SEC,SEC,Pyeongtack,P5,IDM,South Korea,Korea,Korea,-,DRAM,DRAM,Memory,PW,Prime,Polished,LC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
거래고객,SEC,SEC,Giheung,S1,Foundry,South Korea,Korea,Korea,,CIS,BSI Sustain,CIS,PW,Prime,Polished,LC영업,비메모리,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
거래고객,SEC,SAS,Taylor,T2(Fab1),Foundry,USA,USA,Korea,,Logic,Logic,Logic,EPI,EPI,Epitaxial,LC영업,비메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
거래고객,SEC,SEC,Giheung,S1,Foundry,South Korea,Korea,Korea,,CIS,BSI*,CIS,EPI,EPI,Epitaxial,LC영업,비메모리,7,7,7,7,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
거래고객,SEC,SEC,Giheung,S1,Foundry,South Korea,Korea,Korea,,Logic,Logic,Logic,EPI,EPI,Epitaxial,LC영업,비메모리,70,70,70,70,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
거래고객,SEC,SEC,Hwaseong,S4(Line 11),Foundry,South Korea,Korea,Korea,,CIS,BSI*,CIS,EPI,EPI,Epitaxial,LC영업,비메모리,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
거래고객,SEC,SEC,Hwaseong,S6(Line 13),Foundry,South Korea,Korea,Korea,,CIS,BSI*,CIS,EPI,EPI,Epitaxial,LC영업,비메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,10,10,10,10,10,10,10,10
거래고객,SEC,SAS,Austin,S2-2(SAS),Foundry,USA,USA,Korea,,Logic,Logic,Logic,EPI,EPI,Epitaxial,LC영업,비메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,SEC,SEC,Pyeongtack,S5(P2),Foundry,South Korea,Korea,Korea,,Logic,Logic,Logic,EPI,EPI,Epitaxial,LC영업,비메모리,38,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
거래고객,SEC,SEC,Hwaseong,S3 (Line 17 Ph2),Foundry,South Korea,Korea,Korea,,Logic,Logic,Logic,EPI,EPI,Epitaxial,LC영업,비메모리,47,50,50,50,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
거래고객,SEC,SEC,Pyeongtack,P3,Foundry,South Korea,Korea,Korea,,Logic,Logic,Logic,EPI,EPI,Epitaxial,LC영업,비메모리,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,10,10,15,15,20,20,25,25,25,25,25,25
거래고객,SEC,SEC,Pyeongtack,P4,Foundry,South Korea,New,Korea,-,Logic,Logic,Logic,EPI,EPI,Epitaxial,LC영업,비메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,SKHynix,SK hynix,Ichon,M10,IDM,South Korea,Korea,Korea,,CIS,BSI,CIS,EPI,EPI,Epitaxial,MC영업,비메모리,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
거래고객,SKHynix,SK hynix,Wuxi,C2,IDM,China,China,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,MC영업,메모리,210,220,220,220,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,190,190,190,190,180,180,180,180
거래고객,SKHynix,SK hynix,Dalian,Fab 68,IDM,China,China,Korea,3D,NAND,NAND,Memory,PW,Prime,Polished,MC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
거래고객,SKHynix,SK hynix,Ichon,M10,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,MC영업,메모리,20,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,SKHynix,SK hynix,Ichon,M10,IDM,South Korea,Korea,Korea,,CIS,BSI Bonding,CIS,PW,Prime,Polished,MC영업,비메모리,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
거래고객,SKHynix,SK hynix,Cheungju,"M11,12",IDM,South Korea,Korea,Korea,,NAND,NAND,Memory,PW,Prime,Polished,MC영업,메모리,110,110,110,110,100,100,100,100,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
거래고객,SKHynix,SK hynix,Ichon,M14 P1,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,MC영업,메모리,190,190,190,190,190,190,190,190,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,170,170,170,170
거래고객,SKHynix,SK hynix,Ichon,M14 P2,IDM,South Korea,Korea,Korea,,NAND,NAND,Memory,PW,Prime,Polished,MC영업,메모리,50,50,50,50,50,50,50,50,40,40,40,40,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,SKHynix,SK hynix,Ichon,M14 P2,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,MC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,30,30,30,30,40,40,40,40,40,40
거래고객,SKHynix,SK hynix,Ichon,M10/14,IDM,South Korea,Korea,Korea,,R&D,R&D,Memory,PW,Prime,Polished,MC영업,비메모리,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
거래고객,SKHynix,SK hynix,Cheungju,M15 P1,IDM,South Korea,Korea,Korea,,NAND,NAND,Memory,PW,Prime,Polished,MC영업,메모리,80,80,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,80,80,80,80
거래고객,SKHynix,SK hynix,Cheungju,M15 P2,IDM,South Korea,Korea,Korea,,NAND,NAND,Memory,PW,Prime,Polished,MC영업,메모리,0,0,0,0,0,0,0,20,20,20,30,30,40,40,50,50,60,60,60,60,60,60,60,60,70,70,70,70
거래고객,SKHynix,SK hynix,Cheungju,M15X,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,MC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,25,40,50,60,70,80,90,90,90,90,90
거래고객,SKHynix,SK hynix,Ichon,M16,IDM,South Korea,Korea,Korea,,DRAM,DRAM,Memory,PW,Prime,Polished,MC영업,메모리,70,80,80,90,90,90,90,90,100,110,120,120,130,130,140,140,150,150,150,150,150,150,150,150,150,150,150,150
거래고객,SKHynix,SK hynix,Youngin,Y1,IDM,South Korea,Korea,Korea,-,DRAM,DRAM,Memory,PW,Prime,Polished,MC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,25,35,45
거래고객,SKHynix,SK hynix,Cheungju,M17,IDM,South Korea,Korea,Korea,,NAND,NAND,Memory,PW,Prime,Polished,MC영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,SKHynix,SK hynix,,,IDM,South Korea,Korea,Korea,,Packaging,TSV,Packaging,PW,Prime,Polished,MC영업,비메모리,0,0,0,0,45,45,45,45,105,105,105,105,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
거래고객,Globalfoundries,Globalfoundries,Singapore,Fab 7,Foundry,Singapore,AP,USA,40/65n,Logic,Logic,Logic,EPI,EPI,Epitaxial,유럽지사,비메모리,60,60,60,60,60,60,60,60,60,60,60,60,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
거래고객,Globalfoundries,Globalfoundries,Singapore,Fab 7H,Foundry,Singapore,AP,USA,40/65n,Logic,Logic,Logic,EPI,EPI,Epitaxial,유럽지사,비메모리,0,0,0,0,0,0,2,2,2,2,2,2,5,5,5,5,10,10,10,10,20,20,20,20,30,30,30,30
거래고객,Globalfoundries,Globalfoundries,Singapore,Fab 7,Foundry,Singapore,AP,USA,,Logic,Logic,Logic,PW,Prime,Polished,유럽지사,비메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,Globalfoundries,Globalfoundries,Singapore,Fab 7,Foundry,Singapore,AP,USA,,Logic,Logic,Logic,PW,Anneal/RTA,Annealed,유럽지사,비메모리,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
거래고객,Globalfoundries,Globalfoundries,Singapore,Fab 7,Foundry,Singapore,AP,USA,,Analog,RF,Analog,PW,SOI,SOI,유럽지사,비메모리,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
거래고객,Globalfoundries,Globalfoundries,Singapore,Fab 7H,Foundry,Singapore,AP,USA,,Analog,RF,Analog,PW,SOI,SOI,유럽지사,비메모리,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10
거래고객,Micron,Micron,Singapore,Fab 10W,IDM,Singapore,AP,USA,,NAND,NAND,Memory,PW,Prime,Polished,SEA영업,메모리,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40
거래고객,Micron,Micron,Singapore,Fab 10N & 10X,IDM,Singapore,AP,USA,,NAND,NAND,Memory,PW,Prime,Polished,SEA영업,메모리,37,37,37,37,37,37,37,37,30,30,30,30,20,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10
거래고객,Micron,Micron,Singapore,Fab 10A_1,IDM,Singapore,AP,USA,,NAND,NAND,Memory,PW,Prime,Polished,SEA영업,메모리,80,80,80,80,80,80,80,80,90,90,90,90,105,105,105,105,125,125,125,125,125,125,125,125,125,125,125,125
거래고객,Micron,Micron,Singapore,Fab 10A_2,IDM,Singapore,AP,USA,,NAND,NAND,Memory,PW,Prime,Polished,SEA영업,메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,20,20,20,20
거래고객,Soitec,Soitec,Singapore,Singapore,IDM,Singapore,AP,France,,Logic,Logic,Logic,PW,Prime,Polished,SEA영업,비메모리,25,25,35,35,40,40,50,50,50,50,50,50,50,50,50,50,65,65,65,65,70,70,75,75,80,80,80,80
거래고객,UMC,UMC,Singapore,12i,Foundry,Singapore,AP,Taiwan,,CIS,BSI,CIS,EPI,EPI,Epitaxial,대만지사,비메모리,0.631,0.631,0.631,0.631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
거래고객,UMC,UMC,Singapore,12i,Foundry,Singapore,AP,Taiwan,,Logic,Logic,Logic,EPI,EPI,Epitaxial,대만지사,비메모리,52,52,52,52,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
거래고객,UMC,UMC,Singapore,12i,Foundry,Singapore,AP,Taiwan,,Logic,Logic,Logic,PW,Anneal,Annealed,대만지사,비메모리,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3,3,3,3
거래고객,UMC,UMC,Singapore,12i,Foundry,Singapore,AP,Taiwan,,Logic,Logic,Logic,PW,Prime,Polished,대만지사,비메모리,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
거래고객,UMC,UMC,Singapore,12i P3,Foundry,Singapore,AP,Taiwan,,Logic,Logic,Logic,EPI,EPI,Epitaxial,대만지사,비메모리,0,0,0,0,0,0,0,0,0,0,3,3,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,30
거래고객,STM,STM,Italia,Agrate (R3),IDM,Italia,EU,Italy,,Logic,BCD,Logic,EPI,EPI,Epitaxial,유럽지사,비메모리,1,1,1,1,2,2,2,2,3,3,3,3,5,5,5,5,8,8,8,8,13,13,13,13,15,15,15,15
거래고객,Globalfoundries,Globalfoundries,Germany,Fab 1,Foundry,Germany,EU,USA,28/32,Logic,Logic,Logic,EPI,EPI,Epitaxial,유럽지사,비메모리,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,47,47,47,47,50,50,50,50,50,50,50,50
거래고객,Globalfoundries,Globalfoundries,Germany,Fab 1,Foundry,Germany,EU,USA,28/32,Logic,Logic,Logic,PW,Anneal,Annealed,유럽지사,비메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,Globalfoundries,Globalfoundries,Germany,Fab 1,Foundry,Germany,EU,USA,28/32,Logic,Logic,Logic,PW,RTA,Annealed,유럽지사,비메모리,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
거래고객,Globalfoundries,Globalfoundries,Germany,Fab 1,Foundry,Germany,EU,USA,22,Logic,Logic,Logic,PW,SOI,SOI,유럽지사,비메모리,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
거래고객,Globalfoundries,Globalfoundries,France,Crolles2,Foundry,France,EU,USA,,Logic,Logic,Logic,PW,SOI,SOI,유럽지사,비메모리,0,0,0,0,1,1,1,1,1,1,1,1,10,10,10,10,15,15,15,15,25,25,25,25,25,25,25,25
미거래고객,INFINEON,Infineon,Dresden,Power 300,IDM,Germany,EU,Germany,N-type,Discrete,Discrete,Discrete,PW,Prime,Polished,유럽지사,비메모리,75,75,75,75,80,80,80,80,85,85,85,85,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100
거래고객,Soitec,Soitec,France,Bernin,IDM,France,EU,France,65/45,Logic,Logic,Logic,PW,Prime,Polished,SEA영업,비메모리,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,80,80,80,80,90,90,90,90,100,100,100,100
거래고객,STM,STM,France,Crolles2,IDM,France,EU,Italy,,Logic,Logic,Logic,PW,SOI,SOI,유럽지사,비메모리,11,11,11,11,13,13,13,13,13,13,13,13,14,14,14,14,15,15,15,15,17,17,17,17,19,19,19,19
거래고객,STM,STM,France,Crolles2,IDM,France,EU,Italy,45/55/65,Logic,Logic,Logic,EPI,EPI,Epitaxial,유럽지사,비메모리,24,24,24,24,27,27,27,27,27,27,27,27,28,28,28,28,30,30,30,30,30,30,30,30,33,33,33,33
미거래고객,INFINEON,Infineon,Villach,,IDM,Austria,EU,Germany,N-type,Discrete,Discrete,Discrete,PW,Prime,Polished,유럽지사,비메모리,23,23,23,23,43,43,43,43,60,60,60,60,80,80,80,80,95,95,95,95,95,95,95,95,95,95,95,95
